log_data_id,vin,seq,timestamp_IST,trigger_timestamp_IST,trigger_source_event
2227,MA1VP271BR6J81417,-11.4,56:14.0,56:26.0,TRIG_AEB_WARNING_MSG
2227,MA1VP271BR6J81417,-11.3,56:14.0,56:26.0,TRIG_AEB_WARNING_MSG
2227,MA1VP271BR6J81417,-11.2,56:14.0,56:26.0,TRIG_AEB_WARNING_MSG
2227,MA1VP271BR6J81417,-11.2,56:15.0,56:26.0,TRIG_AEB_WARNING_MSG
2227,MA1VP271BR6J81417,-11.1,56:15.0,56:26.0,TRIG_AEB_WARNING_MSG
2227,MA1VP271BR6J81417,-11,56:15.0,56:26.0,TRIG_AEB_WARNING_MSG
2227,MA1VP271BR6J81417,-11.9,05:57.0,06:08.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.8,05:57.0,06:08.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.7,05:57.0,06:08.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.6,05:57.0,06:08.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.5,05:57.0,06:08.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.4,05:57.0,06:08.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.3,05:57.0,06:08.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.2,05:57.0,06:08.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.1,05:57.0,06:08.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11,05:57.0,06:08.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.9,38:24.0,38:36.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.8,38:24.0,38:36.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.7,38:24.0,38:36.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.6,38:24.0,38:36.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.5,38:24.0,38:36.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.4,38:24.0,38:36.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.3,38:24.0,38:36.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.2,38:24.0,38:36.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11.1,38:25.0,38:36.0,TRIG_AES_WARNING
2227,MA1VP271BR6J81417,-11,38:25.0,38:36.0,TRIG_AES_WARNING
2228,MA1VP271BR6J81417,-10.9,56:15.0,56:26.0,TRIG_AEB_WARNING_MSG
2228,MA1VP271BR6J81417,-10.8,56:15.0,56:26.0,TRIG_AEB_WARNING_MSG
2228,MA1VP271BR6J81417,-10.7,56:15.0,56:26.0,TRIG_AEB_WARNING_MSG
2228,MA1VP271BR6J81417,-10.6,56:15.0,56:26.0,TRIG_AEB_WARNING_MSG
2228,MA1VP271BR6J81417,-10.5,56:15.0,56:26.0,TRIG_AEB_WARNING_MSG
2228,MA1VP271BR6J81417,-10.4,56:16.0,56:26.0,TRIG_AEB_WARNING_MSG
