trigger_source_event,Signal,Max of Physical_Value,Average of Physical_Value,Min of Physical_Value
TRIG_AEB_WARNING_MSG,RCTA_LEFT_WARN_IND,0,0,0
TRIG_AEB_WARNING_MSG,RCTA_RIGHT_WARN_IND,0,0,0
TRIG_AEB_WARNING_MSG,RCTA_STOP_REQ,0,0,0
TRIG_AEB_WARNING_MSG,RCTA_STR_VIB_REQ,0,0,0
TRIG_AEB_WARNING_MSG,RCTA_SYSTEM_STS,3,2.030567686,2
TRIG_AEB_WARNING_MSG,RCTA_TTC_RISK_FLAG,1,0.004484305,0
TRIG_AEB_WARNING_MSG,RCTA_USM_STS,1,1,1
TRIG_AEB_WARNING_MSG,RCTA_WARN,0,0,0
TRIG_AEB_WARNING_MSG,RCTA_ZONE_RISK_FLAG,1,0.008928571,0
TRIG_AEB_WARNING_MSG,RCW_STR_VIB_REQ,0,0,0
TRIG_AEB_WARNING_MSG,RCW_SYSTEM_STS,3,2.008810573,2
TRIG_AEB_WARNING_MSG,RCW_TTC_RISK_FLAG,1,0.038961039,0
TRIG_AEB_WARNING_MSG,RCW_USM_STS,1,1,1
TRIG_AEB_WARNING_MSG,RCW_WARN,0,0,0
TRIG_AEB_WARNING_MSG,RCW_WARN_STA,0,0,0
TRIG_AEB_WARNING_MSG,RCW_ZONE_RISK_FLAG,1,0.219298246,0
TRIG_AEB_WARNING_MSG,REAR_WIPER_OFF_CAUSE,5,2.032258065,1
TRIG_AEB_WARNING_MSG,REAR_WIPER_ON_CAUSE,0,0,0
TRIG_AEB_WARNING_MSG,REGEN_ACTIVE_STATUS_FRONT,0,0,0
TRIG_AEB_WARNING_MSG,REGEN_ACTIVE_STATUS_REAR,1,0.852941176,0
TRIG_AEB_WARNING_MSG,REGEN_LEVEL_STS,1,1,1
TRIG_AEB_WARNING_MSG,REGEN_TARGET_TORQUE_FRONT,0,0,0
TRIG_AEB_WARNING_MSG,REGEN_TARGET_TORQUE_FRONT_STATUS,0,0,0
TRIG_AEB_WARNING_MSG,REGEN_TARGET_TORQUE_REAR,0,-404.8152866,-1470
TRIG_AEB_WARNING_MSG,REGEN_TARGET_TORQUE_REAR_STATUS,1,0.325842697,0
TRIG_AEB_WARNING_MSG,REGENERATION_DISABLE_STS,0,0,0
TRIG_AEB_WARNING_MSG,REM_CURR_DP_AVG_SPD,0,0,0
TRIG_AEB_WARNING_MSG,REM_CURR_DP_LEGAL_SPD,0,0,0
TRIG_AEB_WARNING_MSG,REM_LOC_CONFIDENCE,0,0,0
TRIG_AEB_WARNING_MSG,REM_LOC_GPS_ALTITUDE,0,0,0
TRIG_AEB_WARNING_MSG,REM_LOC_GPS_LATITUDE,0,0,0
TRIG_AEB_WARNING_MSG,REM_LOC_GPS_LONGITUDE,0,0,0
TRIG_AEB_WARNING_MSG,REM_LOC_GPS_REF_ALT,0,0,0
TRIG_AEB_WARNING_MSG,REM_LOC_GPS_REF_LAT,0,0,0
TRIG_AEB_WARNING_MSG,REM_LOC_GPS_REF_LON,0,0,0
TRIG_AEB_WARNING_MSG,REM_LOC_IS_TRUSTABLE,0,0,0
TRIG_AEB_WARNING_MSG,REM_LOC_STATE,5,5,5
TRIG_AEB_WARNING_MSG,REMOTE_ENGINE_START_WARNING,0,0,0
TRIG_AEB_WARNING_MSG,REMOTE_ENGINE_STATE,0,0,0
TRIG_AEB_WARNING_MSG,REMOTE_ENGINE_TIMER_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,REMOTE_START_FAILURE_CODE,0,0,0
TRIG_AEB_WARNING_MSG,REMOTE_START_SOURCE,0,0,0
TRIG_AEB_WARNING_MSG,REMOTE_START_TIME_EXTENSION,0,0,0
TRIG_AEB_WARNING_MSG,REQ_PASSIVE_VENT_MBFM,0,0,0
TRIG_AEB_WARNING_MSG,REQ_TFA_DISPLAY,0,0,0
TRIG_AEB_WARNING_MSG,REQ_TFA_PATTERN,0,0,0
TRIG_AEB_WARNING_MSG,RES_FAILURE_MCM,0,0,0
TRIG_AEB_WARNING_MSG,REVERSE_LAMP,1,0.045454545,0
TRIG_AEB_WARNING_MSG,RF_INTERFERENCE_STS,0,0,0
TRIG_AEB_WARNING_MSG,RH_MIRROR_POS_LEFT_RIGHT,59,54.01626016,31
TRIG_AEB_WARNING_MSG,RH_MIRROR_POS_UP_DOWN,66,64.03703704,58
TRIG_AEB_WARNING_MSG,RL_TYRE_PRESSURE,63.75,55.66752577,32.75
TRIG_AEB_WARNING_MSG,RL_TYRE_TEMP,215,166.5670103,30
TRIG_AEB_WARNING_MSG,RLS_AMB_BRIGHTNESS,6126,2273.1,0
TRIG_AEB_WARNING_MSG,RLS_DEWPOINT_TEMP,23,18.98924731,10
TRIG_AEB_WARNING_MSG,RLS_FW_BRIGHTNESS,6126,4373.321337,0
TRIG_AEB_WARNING_MSG,RLS_HUD_BRIGHTNESS_UNIT,0,0,0
TRIG_AEB_WARNING_MSG,RLS_HUD_BRIGHTNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,RLS_IR_BRIGHTNESS,87600,44920.98765,0
TRIG_AEB_WARNING_MSG,RLS_RELATIVE_HUMIDITY,61,25.87218045,11.5
TRIG_AEB_WARNING_MSG,RLS_SOLAR_LEFT,625,311.5217391,0
TRIG_AEB_WARNING_MSG,RLS_SOLAR_RIGHT,695,341.8561873,0
TRIG_AEB_WARNING_MSG,RLS_WINDOW_CLOSE_REQ,1,0.857142857,0
TRIG_AEB_WARNING_MSG,RLS_WINDSHIELD_TEMP,61,44.85555556,22
TRIG_AEB_WARNING_MSG,RMS_AUDIO_WARNING,0,0,0
TRIG_AEB_WARNING_MSG,RMS_DOOR_UNLOCK_STS,0,0,0
TRIG_AEB_WARNING_MSG,RMS_HAZARD_REQ_STS,0,0,0
TRIG_AEB_WARNING_MSG,RMS_MODE_STATE,0,0,0
TRIG_AEB_WARNING_MSG,RMS_SIREN_REQ_STS,0,0,0
TRIG_AEB_WARNING_MSG,RMS_TAKEOVER_SUBSTATE,0,0,0
TRIG_AEB_WARNING_MSG,ROADEDGE_AVAIL_STATE_LEFT,2,1.155555556,0
TRIG_AEB_WARNING_MSG,ROADEDGE_AVAIL_STATE_RIGHT,2,1.176470588,0
TRIG_AEB_WARNING_MSG,ROADEDGE_COLOR_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,ROADEDGE_COLOR_RIGHT,0,0,0
TRIG_AEB_WARNING_MSG,ROADEDGE_HEIGHT_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,ROADEDGE_HEIGHT_RIGHT,0,0,0
TRIG_AEB_WARNING_MSG,ROADEDGE_LINE_POLY_C0_LEFT,0,-4.539240645,-12.78644562
TRIG_AEB_WARNING_MSG,ROADEDGE_LINE_POLY_C0_RIGHT,14.66434956,4.397314607,0
TRIG_AEB_WARNING_MSG,ROADEDGE_LINE_POLY_C1_LEFT,0.397715569,0.006023643,-0.48591423
TRIG_AEB_WARNING_MSG,ROADEDGE_LINE_POLY_C1_RIGHT,0.631682396,0.011718578,-0.384631157
TRIG_AEB_WARNING_MSG,ROADEDGE_LINE_POLY_C2_LEFT,0.010638237,-0.001355563,-0.022783279
TRIG_AEB_WARNING_MSG,ROADEDGE_LINE_POLY_C2_RIGHT,0.019927025,-0.000254462,-0.030011177
TRIG_AEB_WARNING_MSG,ROADEDGE_LINE_POLY_C3_LEFT,0.000231,-3.10902E-06,-0.000166
TRIG_AEB_WARNING_MSG,ROADEDGE_LINE_POLY_C3_RIGHT,0.000123,-1.3209E-05,-0.00059
TRIG_AEB_WARNING_MSG,ROADEDGE_SIDE,0,0,0
TRIG_AEB_WARNING_MSG,ROADEDGE_TYPE_LEFT,4,1.267857143,0
TRIG_AEB_WARNING_MSG,ROADEDGE_TYPE_RIGHT,4,1.405797101,0
TRIG_AEB_WARNING_MSG,RPPF_CONFIDENCE,1,0.431748555,0
TRIG_AEB_WARNING_MSG,RPPF_FIRST_C0,4.312273979,0.234536135,-4.115609646
TRIG_AEB_WARNING_MSG,RPPF_FIRST_C1,0.883039534,-0.043406354,-1.138143539
TRIG_AEB_WARNING_MSG,RPPF_FIRST_C2,0.034957133,-0.00580671,-0.066553868
TRIG_AEB_WARNING_MSG,RPPF_FIRST_C3,0.001046747,9.15369E-05,-0.00057
TRIG_AEB_WARNING_MSG,RPPF_FIRST_VR_END,158.17,56.52799347,0
TRIG_AEB_WARNING_MSG,RPPF_HALF_WIDTH,1.88,1.565580737,0
TRIG_AEB_WARNING_MSG,RPPF_REINFORCED_BY_MAP,0,0,0
TRIG_AEB_WARNING_MSG,RPPF_SECOND_C0,0,0,0
TRIG_AEB_WARNING_MSG,RPPF_SECOND_C1,0,0,0
TRIG_AEB_WARNING_MSG,RPPF_SECOND_C2,0,0,0
TRIG_AEB_WARNING_MSG,RPPF_SECOND_C3,0,0,0
TRIG_AEB_WARNING_MSG,RPPF_SECOND_SEGMENT_VALID,0,0,0
TRIG_AEB_WARNING_MSG,RPPF_SECOND_VR_END,0,0,0
TRIG_AEB_WARNING_MSG,RR_TYRE_PRESSURE,63.75,55.95103093,32
TRIG_AEB_WARNING_MSG,RR_TYRE_TEMP,215,169.6875,30
TRIG_AEB_WARNING_MSG,RSC_TQINTRVNVAL_FRNT,-8000,-8000,-8000
TRIG_AEB_WARNING_MSG,RSC_TQINTRVNVAL_REAR,0,-5016.779359,-8000
TRIG_AEB_WARNING_MSG,SBW_ALERTS,0,0,0
TRIG_AEB_WARNING_MSG,SBW_LEVER,3,1.054054054,0
TRIG_AEB_WARNING_MSG,SBW_LEVER_RAW_VALUE,4,4,4
TRIG_AEB_WARNING_MSG,SBW_MINUS_BUTTON_STATUS,0,0,0
TRIG_AEB_WARNING_MSG,SBW_PARK_BRAKE_SWITCH_STATUS,0,0,0
TRIG_AEB_WARNING_MSG,SBW_PLUS_BUTTON_STATUS,0,0,0
TRIG_AEB_WARNING_MSG,SBW_SENSOR_POSITION,2,0.039772727,0
TRIG_AEB_WARNING_MSG,SBW_SENSOR_RAW_ANGLE_DEBUG,28450,26795.66015,25350
TRIG_AEB_WARNING_MSG,SBW_SENSOR_REAL_ANGLE_DEBUG,28450,26795.66015,25350
TRIG_AEB_WARNING_MSG,SBW_WARNING,0,0,0
TRIG_AEB_WARNING_MSG,SBW1_CRC_,65496,33314.67339,29
TRIG_AEB_WARNING_MSG,SBW1_MSG_COUNT,255,127.7674797,0
TRIG_AEB_WARNING_MSG,SBW1_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,SBW1_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,SEB_ACTIVE,0,0,0
TRIG_AEB_WARNING_MSG,SEB_BRAKE_CMD,0,0,0
TRIG_AEB_WARNING_MSG,SEB_BRAKE_DECEL_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,SEB_DEPATURE_DECISION,1,0.051282051,0
TRIG_AEB_WARNING_MSG,SEB_EGO_TTC_THRESHOLD,3,2.997321429,2.7
TRIG_AEB_WARNING_MSG,SEB_EXIT_DIRECTION,2,0.089361702,0
TRIG_AEB_WARNING_MSG,SEB_LATERAL_DST_THRESHOLD,2,1.980519481,1.5
TRIG_AEB_WARNING_MSG,SEB_MOVING_DST_DECISION,1,0.982378855,0
TRIG_AEB_WARNING_MSG,SEB_STOP_REQ,0,0,0
TRIG_AEB_WARNING_MSG,SEB_STR_VIB_REQ,0,0,0
TRIG_AEB_WARNING_MSG,SEB_SV_VELOCITY_FLAG,1,0.932773109,0
TRIG_AEB_WARNING_MSG,SEB_SYS_STATE,0,0,0
TRIG_AEB_WARNING_MSG,SEB_TARGET_TTC_THRESHOLD,0,0,0
TRIG_AEB_WARNING_MSG,SEB_TRAJECTORY_BSD_COLL_RISK,0,0,0
TRIG_AEB_WARNING_MSG,SEB_USM_STS,0,0,0
TRIG_AEB_WARNING_MSG,SEB_VALID_TARGET_SELECTION,1,0.190283401,0
TRIG_AEB_WARNING_MSG,SEB_WARNING_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,SEB_WARNING_RIGHT,0,0,0
TRIG_AEB_WARNING_MSG,SEB_ZONEBASED_COLLISION_RISK,0,0,0
TRIG_AEB_WARNING_MSG,SECURITY_LED_MBFM,0,0,0
TRIG_AEB_WARNING_MSG,SENSOR_LEARNT_STS,0,0,0
TRIG_AEB_WARNING_MSG,SET_SPD_HDC,0,0,0
TRIG_AEB_WARNING_MSG,SF_Acl_TGT_SCC,9.38,0.098776471,-11.08
TRIG_AEB_WARNING_MSG,SF_Dst_TGT_SCC,204.7,24.87030075,0.6
TRIG_AEB_WARNING_MSG,SF_ID_TGT_SCC,5,0.907894737,0
TRIG_AEB_WARNING_MSG,SF_Lps_TGT_SCC,17.1,1.553982301,-3
TRIG_AEB_WARNING_MSG,SF_Vel_TGT_SCC,7.29,-0.77192053,-12.63
TRIG_AEB_WARNING_MSG,SF_Wth_TGT_SCC,2,1.154901961,0
TRIG_AEB_WARNING_MSG,SOC_VCU,93.6,84.89856115,73.4
TRIG_AEB_WARNING_MSG,SOC_VCU_WCHARGING,0,0,0
TRIG_AEB_WARNING_MSG,SPA_LCF_HANDS_OFF_WARNING,0,0,0
TRIG_AEB_WARNING_MSG,SPA_SYS_STATE,0,0,0
TRIG_AEB_WARNING_MSG,SPARE_TYRE_PRESSURE,0,0,0
TRIG_AEB_WARNING_MSG,SPARE_TYRE_STATUS,1,0.741935484,0
TRIG_AEB_WARNING_MSG,SPARE_TYRE_SWAP,0,0,0
TRIG_AEB_WARNING_MSG,SPARE_TYRE_TEMP,-40,-40,-40
TRIG_AEB_WARNING_MSG,SPEED_SET_ACK_VCU,1,0.692307692,0
TRIG_AEB_WARNING_MSG,SSB_FAIL_WRN,0,0,0
TRIG_AEB_WARNING_MSG,STEERING_ABSOLUTE_ANGLE,436.3,48.85148649,-408.9
TRIG_AEB_WARNING_MSG,STEERING_ABSOLUTE_ANGLE_SPD,280,65.81348637,0
TRIG_AEB_WARNING_MSG,STR_TRQ_REQ,0,0,0
TRIG_AEB_WARNING_MSG,STS_ABS,1,1,1
TRIG_AEB_WARNING_MSG,STS_ACC_IEB,0,0,0
TRIG_AEB_WARNING_MSG,STS_AEB,1,1,1
TRIG_AEB_WARNING_MSG,STS_AUTO_LOCATION,1,1,1
TRIG_AEB_WARNING_MSG,STS_B2Z,1,1,1
TRIG_AEB_WARNING_MSG,STS_BDW,1,1,1
TRIG_AEB_WARNING_MSG,STS_CAPASENSOR,0,0,0
TRIG_AEB_WARNING_MSG,STS_CHARGE_LIGHT_TT,0,0,0
TRIG_AEB_WARNING_MSG,STS_CHARGEFLAP_LCK_UNLCK,1,1,1
TRIG_AEB_WARNING_MSG,STS_CRUISE_OVERRIDE,1,0.415384615,0
TRIG_AEB_WARNING_MSG,STS_DBS,1,1,1
TRIG_AEB_WARNING_MSG,STS_DOOR,0,0,0
TRIG_AEB_WARNING_MSG,STS_DRIVER_DOOR_LATCH,1,1,1
TRIG_AEB_WARNING_MSG,STS_DRL,1,0.046511628,0
TRIG_AEB_WARNING_MSG,STS_EBD,1,1,1
TRIG_AEB_WARNING_MSG,STS_EBP,1,1,1
TRIG_AEB_WARNING_MSG,STS_EHORN_FAIL,0,0,0
TRIG_AEB_WARNING_MSG,STS_EMERGENCY_BRAKING_IEB,0,0,0
TRIG_AEB_WARNING_MSG,STS_EMERGENCY_CRANK,0,0,0
TRIG_AEB_WARNING_MSG,STS_EPB,1,1,1
TRIG_AEB_WARNING_MSG,STS_EPB_ACTUATOR,0,0,0
TRIG_AEB_WARNING_MSG,STS_EPS,0,0,0
TRIG_AEB_WARNING_MSG,STS_ESC,1,1,1
TRIG_AEB_WARNING_MSG,STS_ESC_TRQ_REQ_FRNT,1,0.028248588,0
TRIG_AEB_WARNING_MSG,STS_ESC_TRQ_REQ_REAR,1,0.028248588,0
TRIG_AEB_WARNING_MSG,STS_ESCL_LOCK_INHBT,0,0,0
TRIG_AEB_WARNING_MSG,STS_EVWARNING_TT,0,0,0
TRIG_AEB_WARNING_MSG,STS_FCM,0,0,0
TRIG_AEB_WARNING_MSG,STS_FLCRM,0,0,0
TRIG_AEB_WARNING_MSG,STS_FRCRM,0,0,0
TRIG_AEB_WARNING_MSG,STS_FRM,0,0,0
TRIG_AEB_WARNING_MSG,STS_FRNT_WASHER,0,0,0
TRIG_AEB_WARNING_MSG,STS_FRNT_WIPER,0,0,0
TRIG_AEB_WARNING_MSG,STS_FRONT_WIPER_PARK,0,0,0
TRIG_AEB_WARNING_MSG,STS_HAZARD_SWT,0,0,0
TRIG_AEB_WARNING_MSG,STS_HDC,1,1,1
TRIG_AEB_WARNING_MSG,STS_HFC,1,1,1
TRIG_AEB_WARNING_MSG,STS_HHC,1,1,1
TRIG_AEB_WARNING_MSG,STS_HIGH_BEAM,0,0,0
TRIG_AEB_WARNING_MSG,STS_HIGHBEAM_BOOSTER,0,0,0
TRIG_AEB_WARNING_MSG,STS_IGN,4,4,4
TRIG_AEB_WARNING_MSG,STS_IGNITION,1,1,1
TRIG_AEB_WARNING_MSG,STS_KEY_IN,0,0,0
TRIG_AEB_WARNING_MSG,STS_KEYFOB_SEARCH,0,0,0
TRIG_AEB_WARNING_MSG,STS_LAMP_FAILURE_1,0,0,0
TRIG_AEB_WARNING_MSG,STS_LAMP_FAILURE_2,0,0,0
TRIG_AEB_WARNING_MSG,STS_LOOSE_WHEEL_ALERT,0,0,0
TRIG_AEB_WARNING_MSG,STS_LOWBEAM,1,0.857142857,0
TRIG_AEB_WARNING_MSG,STS_MIRROR,0,0,0
TRIG_AEB_WARNING_MSG,STS_PARKLAMP,1,0.857142857,0
TRIG_AEB_WARNING_MSG,STS_PIB,1,1,1
TRIG_AEB_WARNING_MSG,STS_PKE_CLMP_STATE,0,0,0
TRIG_AEB_WARNING_MSG,STS_PSM_VCU,0,0,0
TRIG_AEB_WARNING_MSG,STS_PWM_POS,3,2.25,0
TRIG_AEB_WARNING_MSG,STS_RCTA,1,1,1
TRIG_AEB_WARNING_MSG,STS_REAR_DEFOG_LOAD,0,0,0
TRIG_AEB_WARNING_MSG,STS_REAR_WASHER,0,0,0
TRIG_AEB_WARNING_MSG,STS_REAR_WIPER,0,0,0
TRIG_AEB_WARNING_MSG,STS_REAR_WIPER_SWT,0,0,0
TRIG_AEB_WARNING_MSG,STS_REGEN,1,0.523809524,0
TRIG_AEB_WARNING_MSG,STS_REGEN_FR,0,0,0
TRIG_AEB_WARNING_MSG,STS_REGEN_RR,1,0.523809524,0
TRIG_AEB_WARNING_MSG,STS_REM_VCU,0,0,0
TRIG_AEB_WARNING_MSG,STS_REMOTE_ENG,0,0,0
TRIG_AEB_WARNING_MSG,STS_RKE,1,0.825242718,0
TRIG_AEB_WARNING_MSG,STS_RKE_BATT,0,0,0
TRIG_AEB_WARNING_MSG,STS_RLCRM,0,0,0
TRIG_AEB_WARNING_MSG,STS_RRCRM,0,0,0
TRIG_AEB_WARNING_MSG,STS_SAS_CALIB,1,1,1
TRIG_AEB_WARNING_MSG,STS_SAS_FAILURE,1,1,1
TRIG_AEB_WARNING_MSG,STS_SEB,1,1,1
TRIG_AEB_WARNING_MSG,STS_SECURITY_KEY,0,0,0
TRIG_AEB_WARNING_MSG,STS_SERVICE_LIGHT_TT,0,0,0
TRIG_AEB_WARNING_MSG,STS_SIREN,0,0,0
TRIG_AEB_WARNING_MSG,STS_SRF_POS,0,0,0
TRIG_AEB_WARNING_MSG,STS_SUSP_TT,0,0,0
TRIG_AEB_WARNING_MSG,STS_TAILGATE_DOOR_LATCH,1,1,1
TRIG_AEB_WARNING_MSG,STS_TCS,1,1,1
TRIG_AEB_WARNING_MSG,STS_TPMS_LED,3,2.90625,0
TRIG_AEB_WARNING_MSG,STS_TPMS_LED_IEB,0,0,0
TRIG_AEB_WARNING_MSG,STS_TRAILER,0,0,0
TRIG_AEB_WARNING_MSG,STS_TSM,1,1,1
TRIG_AEB_WARNING_MSG,STS_TVB,1,1,1
TRIG_AEB_WARNING_MSG,STS_VACATION_MODE,0,0,0
TRIG_AEB_WARNING_MSG,STS_VEHICLE_LIMP_HOME,0,0,0
TRIG_AEB_WARNING_MSG,STS_WIPER_SWT,1,0.523809524,0
TRIG_AEB_WARNING_MSG,TCS_ACTIVE_IEB,0,0,0
TRIG_AEB_WARNING_MSG,TCS_TQINTRVNVAL_FRNT,16382,15919.23164,0
TRIG_AEB_WARNING_MSG,TCS_TQINTRVNVAL_REAR,16382,15919.23164,0
TRIG_AEB_WARNING_MSG,TERMINAL_NOT_OFF_WRN_CMD,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_COLOR_1,1,0.891891892,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_COLOR_2,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_COLOR_3,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_COLOR_4,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_COLOR_5,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_COLOR_6,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_GREEN_PROBABILITY_1,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_GREEN_PROBABILITY_2,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_GREEN_PROBABILITY_3,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_GREEN_PROBABILITY_4,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_GREEN_PROBABILITY_5,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_GREEN_PROBABILITY_6,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_MODE_1,3,1.142857143,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_MODE_2,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_MODE_3,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_MODE_4,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_MODE_5,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_MODE_6,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_ORANGE_PROBABILITY_1,0.07,0.001891892,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_ORANGE_PROBABILITY_2,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_ORANGE_PROBABILITY_3,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_ORANGE_PROBABILITY_4,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_ORANGE_PROBABILITY_5,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_ORANGE_PROBABILITY_6,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_RED_PROBABILITY_1,1,0.88972973,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_RED_PROBABILITY_2,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_RED_PROBABILITY_3,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_RED_PROBABILITY_4,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_RED_PROBABILITY_5,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_RED_PROBABILITY_6,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_SHAPE_1,9,8.027027027,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_SHAPE_2,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_SHAPE_3,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_SHAPE_4,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_SHAPE_5,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_SHAPE_6,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_SHAPE_PROBABILITY_1,0.99,0.870540541,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_SHAPE_PROBABILITY_2,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_SHAPE_PROBABILITY_3,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_SHAPE_PROBABILITY_4,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_SHAPE_PROBABILITY_5,0,0,0
TRIG_AEB_WARNING_MSG,TFL_SPOT_SHAPE_PROBABILITY_6,0,0,0
TRIG_AEB_WARNING_MSG,THERMAL_WARNING_TT,0,0,0
TRIG_AEB_WARNING_MSG,TIME_GAP,25.5,25.5,25.5
TRIG_AEB_WARNING_MSG,TIRE_BALANCE_STS,0,0,0
TRIG_AEB_WARNING_MSG,TIRE_FILL_LOCATION,0,0,0
TRIG_AEB_WARNING_MSG,TLR_DSP_TRAFFIC_LIGHT,0,0,0
TRIG_AEB_WARNING_MSG,TLR_POPUP_ALARM,0,0,0
TRIG_AEB_WARNING_MSG,TLR_STS_CHG,0,0,0
TRIG_AEB_WARNING_MSG,TLR_SYS_STATE,0,0,0
TRIG_AEB_WARNING_MSG,TLR_USM_STS,0,0,0
TRIG_AEB_WARNING_MSG,TOTAL_BRAKE_TRQ,10514,1141.206186,0
TRIG_AEB_WARNING_MSG,TPMS_DEBUG,0,0,0
TRIG_AEB_WARNING_MSG,TPMS_ECU_DEFECT,0,0,0
TRIG_AEB_WARNING_MSG,TPMS_ID_NOT_LEARNT,15,12.09677419,0
TRIG_AEB_WARNING_MSG,TPMS_LEAKAGE_ALERT,0,0,0
TRIG_AEB_WARNING_MSG,TPMS_PROG_MODE,0,0,0
TRIG_AEB_WARNING_MSG,TPMS_SENSOR_BAT_STS,0,0,0
TRIG_AEB_WARNING_MSG,TPMS_SENSOR_FAULT_STS,0,0,0
TRIG_AEB_WARNING_MSG,TPMS_SIGNAL_MISSING,0,0,0
TRIG_AEB_WARNING_MSG,TPMS_SYSTEM_FAULT,0,0,0
TRIG_AEB_WARNING_MSG,TPR_VEH_COORD_X_STD,0,0,0
TRIG_AEB_WARNING_MSG,TPR_VEH_COORD_Y_STD,0,0,0
TRIG_AEB_WARNING_MSG,TPR_VEH_ORIENTATION,0,0,0
TRIG_AEB_WARNING_MSG,TPR_VEHCOORD_X,0,0,0
TRIG_AEB_WARNING_MSG,TPR_VEHCOORD_Y,0,0,0
TRIG_AEB_WARNING_MSG,TSM_ACTIVE,0,0,0
TRIG_AEB_WARNING_MSG,TSR_MAXSPD_DISP_CURRENT,253,168,20
TRIG_AEB_WARNING_MSG,TSR_MAXSPD_DISP_MODE,3,2.1875,2
TRIG_AEB_WARNING_MSG,TSR_MAXSPD_DISP_UPCMG,0,0,0
TRIG_AEB_WARNING_MSG,TSR_MINSPD_DISP,0,0,0
TRIG_AEB_WARNING_MSG,TSR_OVER_TAKE_SIGN,0,0,0
TRIG_AEB_WARNING_MSG,TSR_SIGN_DISP,33,1.32,0
TRIG_AEB_WARNING_MSG,TSR_SLWF_WRN_REQ,1,0.21875,0
TRIG_AEB_WARNING_MSG,TSR_SYS_STATE,0,0,0
TRIG_AEB_WARNING_MSG,TSR_USM_STS,1,1,1
TRIG_AEB_WARNING_MSG,TTPSP_TILE_STATUS,0,0,0
TRIG_AEB_WARNING_MSG,TURN_LAMP_OFF_CAUSE,2,1.24137931,0
TRIG_AEB_WARNING_MSG,TURN_LAMP_ON_CAUSE,1,0.379310345,0
TRIG_AEB_WARNING_MSG,TVB_ACTIVE,0,0,0
TRIG_AEB_WARNING_MSG,TYRE_GRIP_LEVEL,0,0,0
TRIG_AEB_WARNING_MSG,VCU_3WAY_VALVE_POSITION,0.9,0.537735849,0
TRIG_AEB_WARNING_MSG,VCU_ABNORMAL_DARK_CURRENT_ALERT,0,0,0
TRIG_AEB_WARNING_MSG,VCU_ACTUAL_MOTOR_POWER,129,19.71157895,-55
