trigger_source_event,Signal,Max of Physical_Value,Average of Physical_Value,Min of Physical_Value
TRIG_AEB_WARNING_MSG,EPS_DRIVER_INPUT_TRQ_BOOST_ACT,1,0.004237288,0
TRIG_AEB_WARNING_MSG,EPS_DRV_ADV_CUS_MODE,2,1.012765957,1
TRIG_AEB_WARNING_MSG,EPS_DRV_ADV_CUSTOM_MODE,1,1,1
TRIG_AEB_WARNING_MSG,EPS_DRV_ADV_MODE_STS,1,1,1
TRIG_AEB_WARNING_MSG,EPS_DST_CNTRL_STS,0,0,0
TRIG_AEB_WARNING_MSG,EPS_ENERGY_CONSUMPTION,301,29.25241676,0
TRIG_AEB_WARNING_MSG,EPS_EST_STR_WHL_ANGLE,436.7,49.7955,-409.8
TRIG_AEB_WARNING_MSG,EPS_FLASH_FAIL_INFO,0,0,0
TRIG_AEB_WARNING_MSG,EPS_I_DETECT,0,0,0
TRIG_AEB_WARNING_MSG,EPS_MCU_TEMP,48,38.00615385,33
TRIG_AEB_WARNING_MSG,EPS_MOTOR_ASSIST_FORCE,5.3,1.626566757,0
TRIG_AEB_WARNING_MSG,EPS_MOTOR_CURRENT_ID,-0.001,-0.160460487,-1.406
TRIG_AEB_WARNING_MSG,EPS_MOTOR_CURRENT_ID_SEN,1.114,-0.076158156,-1.684
TRIG_AEB_WARNING_MSG,EPS_MOTOR_CURRENT_IQ,63,10.04698672,-42
TRIG_AEB_WARNING_MSG,EPS_MOTOR_CURRENT_IQ_SEN,63,9.760040161,-42
TRIG_AEB_WARNING_MSG,EPS_MOTOR_RACK_TRQ,48.8,6.791387357,-32.1
TRIG_AEB_WARNING_MSG,EPS_MOTOR_RPM,1265,187.4502618,0
TRIG_AEB_WARNING_MSG,EPS_MOTOR_VOLTAGE_VD,1.26,0.06086783,-0.177
TRIG_AEB_WARNING_MSG,EPS_MOTOR_VOLTAGE_VQ,6,0.939799331,0
TRIG_AEB_WARNING_MSG,EPS_OHP_FLAG,0,0,0
TRIG_AEB_WARNING_MSG,EPS_PULL_DRIFT_COMPENSATION_FLAG,0,0,0
TRIG_AEB_WARNING_MSG,EPS_RACK_DISP,-90,-90,-90
TRIG_AEB_WARNING_MSG,EPS_SAS_OFFSET_VALUE,13768,10339.95349,3161
TRIG_AEB_WARNING_MSG,EPS_SAS_OFFSET_WRITE_CNT,101,35.61363636,5
TRIG_AEB_WARNING_MSG,EPS_SES_LOCK_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,EPS_SHIMMY_COMPENSATION_FLAG,1,0.020833333,0
TRIG_AEB_WARNING_MSG,EPS_STR_WHL_TORQUE,4.01,0.747718387,-3.35
TRIG_AEB_WARNING_MSG,EPS_STS_FAILURE,1,1,1
TRIG_AEB_WARNING_MSG,EPS_STS_HAPTIC,4,0.490118577,0
TRIG_AEB_WARNING_MSG,EPS_TRQ_OFFSET_VALUE,0.12,0.055028902,-0.06
TRIG_AEB_WARNING_MSG,EPS_TRQ_OFFSET_WRITE_CNT,3,1.619047619,1
TRIG_AEB_WARNING_MSG,EPS1_CRC,65527,32685.37483,11
TRIG_AEB_WARNING_MSG,EPS1_MSG_COUNT,255,130.3206522,0
TRIG_AEB_WARNING_MSG,EPS1_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,EPS1_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,ESA_SYS_STS,3,2.176470588,2
TRIG_AEB_WARNING_MSG,ESC_ACC_REF_ACCELERATION,3.43,-0.092818815,-10.24
TRIG_AEB_WARNING_MSG,ESC_ACTIVE_IEB,0,0,0
TRIG_AEB_WARNING_MSG,ESC_APA_AVAILABLE,1,1,1
TRIG_AEB_WARNING_MSG,ESC_APA_CTRL_ABORT_FEEDBACK,0,0,0
TRIG_AEB_WARNING_MSG,ESP_CTRL_MODE,0,0,0
TRIG_AEB_WARNING_MSG,EV_READY_TT,1,1,1
TRIG_AEB_WARNING_MSG,EVSE_DC_CURR_OUTPUT,0,0,0
TRIG_AEB_WARNING_MSG,EVSE_DC_VOLT_OUTPUT,0,0,0
TRIG_AEB_WARNING_MSG,FB_REMOTE_ESS_PKE,0,0,0
TRIG_AEB_WARNING_MSG,FC_CONTACTOR_REQUEST,0,0,0
TRIG_AEB_WARNING_MSG,FC_PRECHARGE_COMPLETE_STS,0,0,0
TRIG_AEB_WARNING_MSG,FCTA_LEFT_WARN_IND,0,0,0
TRIG_AEB_WARNING_MSG,FCTA_RIGHT_WARN_IND,0,0,0
TRIG_AEB_WARNING_MSG,FCTA_SYS_STS,0,0,0
TRIG_AEB_WARNING_MSG,FCTA_USM_STS,0,0,0
TRIG_AEB_WARNING_MSG,FCW_STATE,2,0.228571429,0
TRIG_AEB_WARNING_MSG,FL_TYRE_PRESSURE,63.75,55.78125,30.5
TRIG_AEB_WARNING_MSG,FL_TYRE_TEMP,215,169.875,31
TRIG_AEB_WARNING_MSG,FOB_AUTH_FAIL_WRN,0,0,0
TRIG_AEB_WARNING_MSG,FOB_BATT_DISCHG_WRN,0,0,0
TRIG_AEB_WARNING_MSG,FR_TYRE_PRESSURE,63.75,55.921875,31.25
TRIG_AEB_WARNING_MSG,FR_TYRE_TEMP,215,169.8125,31
TRIG_AEB_WARNING_MSG,FR_ZONE2_COUNTER,255,132.8590022,0
TRIG_AEB_WARNING_MSG,FR_ZONE2_CRC,65322,32064.72614,231
TRIG_AEB_WARNING_MSG,FR_ZONE3_COUNTER,255,128.4166667,0
TRIG_AEB_WARNING_MSG,FR_ZONE3_CRC,65462,32060.4305,198
TRIG_AEB_WARNING_MSG,FRNT_WIPER_OFF_CAUSE,3,1.475409836,1
TRIG_AEB_WARNING_MSG,FRNT_WIPER_ON_CAUSE,0,0,0
TRIG_AEB_WARNING_MSG,FVSA_OPTION,1,1,1
TRIG_AEB_WARNING_MSG,FVSA_STATUS,0,0,0
TRIG_AEB_WARNING_MSG,FVSA_STR_VIB_REQ,0,0,0
TRIG_AEB_WARNING_MSG,FVSA_USM_STS,0,0,0
TRIG_AEB_WARNING_MSG,FVSA_WARN,0,0,0
TRIG_AEB_WARNING_MSG,FZ_CUSTOM_DRV_MODE,0,0,0
TRIG_AEB_WARNING_MSG,FZ2_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,FZ2_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,FZ3_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,FZ3_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,GEAR_ACTUAL,5,1.205882353,0
TRIG_AEB_WARNING_MSG,GP_CLOSE_REQ_RAIN,0,0,0
TRIG_AEB_WARNING_MSG,GW_P_IMMTRG_STATE,0,0,0
TRIG_AEB_WARNING_MSG,HANDS_OFF_DETECTION,1,0.150943396,0
TRIG_AEB_WARNING_MSG,HAZARD_OFF_CAUSE,1,0.538461538,0
TRIG_AEB_WARNING_MSG,HAZARD_ON_CAUSE,0,0,0
TRIG_AEB_WARNING_MSG,HBA_LAMP_STS,0,0,0
TRIG_AEB_WARNING_MSG,HBA_LIGHT_SOURCE,1,0.541666667,0
TRIG_AEB_WARNING_MSG,HBA_OBJECT,1,0.511627907,0
TRIG_AEB_WARNING_MSG,HBA_USM_STS,1,0.025641026,0
TRIG_AEB_WARNING_MSG,HDC_ACTIVE,0,0,0
TRIG_AEB_WARNING_MSG,HEAD_LAMP_SWT_STS,3,2.7,2
TRIG_AEB_WARNING_MSG,HFC_ACTIVE,0,0,0
TRIG_AEB_WARNING_MSG,HHC_ACTIVE,0,0,0
TRIG_AEB_WARNING_MSG,HIGH_TEMP_LIGHT_OP,0,0,0
TRIG_AEB_WARNING_MSG,HIGH_TYRE_PRESSURE,0,0,0
TRIG_AEB_WARNING_MSG,HIGH_TYRE_PRESSURE_ALERT,0,0,0
TRIG_AEB_WARNING_MSG,HIGH_TYRE_TEMPERATURE,0,0,0
TRIG_AEB_WARNING_MSG,HPCA_1_CRC,65507,33032.82073,27
TRIG_AEB_WARNING_MSG,HPCA_1_MSG_COUNT,255,123.548261,0
TRIG_AEB_WARNING_MSG,HPCA_13_CRC,65450,33350.88797,103
TRIG_AEB_WARNING_MSG,HPCA_13_MSG_COUNT,255,127.9220918,0
TRIG_AEB_WARNING_MSG,HPCA_15_CRC,65513,32659.42646,31
TRIG_AEB_WARNING_MSG,HPCA_15_MSG_COUNT,255,128.9044879,0
TRIG_AEB_WARNING_MSG,HPCA_16_CRC,65481,31452.75969,234
TRIG_AEB_WARNING_MSG,HPCA_16_MSG_COUNT,255,119.6986301,0
TRIG_AEB_WARNING_MSG,HPCA_2_CRC,65507,32457.97559,29
TRIG_AEB_WARNING_MSG,HPCA_2_MSG_COUNT,255,127.7181287,0
TRIG_AEB_WARNING_MSG,HPCA_3_CRC,65448,34020.50265,192
TRIG_AEB_WARNING_MSG,HPCA_3_MSG_COUNT,255,130.915272,0
TRIG_AEB_WARNING_MSG,HPCA_4_CRC,65520,32548.7495,5
TRIG_AEB_WARNING_MSG,HPCA_4_MSG_COUNT,255,124.2421252,0
TRIG_AEB_WARNING_MSG,HPCA_7_CRC,65501,32839.55284,443
TRIG_AEB_WARNING_MSG,HPCA_7_MSG_COUNT,255,121.5867117,0
TRIG_AEB_WARNING_MSG,HPCA_8_CRC,65289,33630.98323,196
TRIG_AEB_WARNING_MSG,HPCA_8_MSG_COUNT,255,127.1435407,0
TRIG_AEB_WARNING_MSG,HPCAD1_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD1_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD13_TRUNCAT_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD13_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD15_TRUNCAT_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD15_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD16_TRUNCAT_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD16_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD2_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD2_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD3_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD3_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD4_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD4_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD7_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD7_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD8_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,HPCAD8_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,HPCC_10_CRC,65508,34130.19497,155
TRIG_AEB_WARNING_MSG,HPCC_10_MSG_COUNT,255,131.0265487,1
TRIG_AEB_WARNING_MSG,HPCC10_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,HPCC10_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,HV_CONTACTOR_REQUEST,2,2,2
TRIG_AEB_WARNING_MSG,HVAC_COOLING_STATUS_BATTERY,0,0,0
TRIG_AEB_WARNING_MSG,I_TPMS_LEARNING_STATUS,0,0,0
TRIG_AEB_WARNING_MSG,IACC_OFFSET_USM_STS,2,0.022222222,0
TRIG_AEB_WARNING_MSG,IACC_SPD_CHG_REQ,0,0,0
TRIG_AEB_WARNING_MSG,IACC_SWIGNORE_REQ,0,0,0
TRIG_AEB_WARNING_MSG,IACC_SYS_MSG,0,0,0
TRIG_AEB_WARNING_MSG,IACC_SYS_MSG_CHIME,0,0,0
TRIG_AEB_WARNING_MSG,IACC_SYS_WIDGET,0,0,0
TRIG_AEB_WARNING_MSG,IACC_TSR_SYS_FAILURE,0,0,0
TRIG_AEB_WARNING_MSG,IACC_USM_STS,2,1.5,1
TRIG_AEB_WARNING_MSG,IEB_CUSTOM_DRV_MODE,0,0,0
TRIG_AEB_WARNING_MSG,IEB_DRV_ADV_MODE,2,1.040462428,1
TRIG_AEB_WARNING_MSG,IEB_DRV_ADV_MODE_STS,1,1,1
TRIG_AEB_WARNING_MSG,IEB_Error_Severity_Level,0,0,0
TRIG_AEB_WARNING_MSG,IEB1_CRC,65531,32792.15643,12
TRIG_AEB_WARNING_MSG,IEB1_MSG_CNT,255,129.9311854,0
TRIG_AEB_WARNING_MSG,IEB1_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,IEB1_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,IEB2_CRC,65509,34213.39714,241
TRIG_AEB_WARNING_MSG,IEB2_MSG_CNT,254,128.0505837,1
TRIG_AEB_WARNING_MSG,IEB2_TRUNCATED_FRESHNESS_VALUE,0,0,0
TRIG_AEB_WARNING_MSG,IEB2_TRUNCATED_MAC,0,0,0
TRIG_AEB_WARNING_MSG,ILLUMINATION_RING_MBFM,0,0,0
TRIG_AEB_WARNING_MSG,IMMOBILIZATION_ACK,0,0,0
TRIG_AEB_WARNING_MSG,INDC_EPS,0,0,0
TRIG_AEB_WARNING_MSG,INDC_FRNT_FOG,0,0,0
TRIG_AEB_WARNING_MSG,INDC_REAR_FOG,0,0,0
TRIG_AEB_WARNING_MSG,INDC_TURN_FLSHR,2,0.84375,0
TRIG_AEB_WARNING_MSG,INF_DST_ERROR,0,0,0
TRIG_AEB_WARNING_MSG,INSULATION_MONITORING_STOP_REQ,0,0,0
TRIG_AEB_WARNING_MSG,iTPMS_CALIBRATION_MODE,0,0,0
TRIG_AEB_WARNING_MSG,iTPMS_STATUS,0,0,0
TRIG_AEB_WARNING_MSG,KEY_DOCKING_Active,0,0,0
TRIG_AEB_WARNING_MSG,KEY_FOB_INSD_WRN,0,0,0
TRIG_AEB_WARNING_MSG,KEY_IN_REMINDER,0,0,0
TRIG_AEB_WARNING_MSG,KEY_NOT_VEH_WRN,0,0,0
TRIG_AEB_WARNING_MSG,KEYFOB_INSIDE_STATUS,1,1,1
TRIG_AEB_WARNING_MSG,LA_AVAILABILITY_STATE_RIG_RIG,2,1.306122449,0
TRIG_AEB_WARNING_MSG,LA_AVAILABILITY_STATE_RIGHT_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,LA_DLM_TYPE_RIGHT_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,LA_DLM_TYPE_RIGHT_RIGHT,0,0,0
TRIG_AEB_WARNING_MSG,LA_LANEMARK_TYPE_RIGHT_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,LA_LANEMARK_TYPE_RIGHT_RIGHT,2,0.875,0
TRIG_AEB_WARNING_MSG,LA_LINE_C0_RIGHT_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,LA_LINE_C0_RIGHT_RIGHT,14.66434956,4.277797708,0
TRIG_AEB_WARNING_MSG,LA_LINE_C1_RIGHT_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,LA_LINE_C1_RIGHT_RIGHT,0.64702034,0.012729513,-0.410311699
TRIG_AEB_WARNING_MSG,LA_LINE_C2_RIGHT_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,LA_LINE_C2_RIGHT_RIGHT,0.019927025,-0.000356202,-0.034163475
TRIG_AEB_WARNING_MSG,LA_LINE_C3_RIGHT_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,LA_LINE_C3_RIGHT_RIGHT,0.000123,-1.30905E-05,-0.000598
TRIG_AEB_WARNING_MSG,LA_MEASURED_VR_END_RIGHT_LEFT,-200,-200,-200
TRIG_AEB_WARNING_MSG,LA_MEASURED_VR_END_RIGHT_RIGHT,143.2,38.06268908,0
TRIG_AEB_WARNING_MSG,LA_VIEW_RANGE_START_RIGHT_LEFT,-200,-200,-200
TRIG_AEB_WARNING_MSG,LA_VIEW_RANGE_START_RIGHT_RIGHT,35.75,5.939360465,0
TRIG_AEB_WARNING_MSG,LAP_IS_HIGHWAY_EXIT_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,LAP_IS_HIGHWAY_EXIT_RIGHT,0,0,0
TRIG_AEB_WARNING_MSG,LAP_IS_HIGHWAY_MERGE_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,LAP_IS_HIGHWAY_MERGE_RIGHT,0,0,0
TRIG_AEB_WARNING_MSG,LAP_PATH_PRED_AVALIABLE,1,1,1
TRIG_AEB_WARNING_MSG,LAP_PATH_PRED_CONF,1,0.436018663,0
TRIG_AEB_WARNING_MSG,LAP_PATH_PRED_FIRST_C0,4.836456776,0.271215702,-2.516943693
TRIG_AEB_WARNING_MSG,LAP_PATH_PRED_FIRST_C1,0.793183208,-0.058145884,-1.196793199
TRIG_AEB_WARNING_MSG,LAP_PATH_PRED_FIRST_C2,0.034957133,-0.005459787,-0.054819603
TRIG_AEB_WARNING_MSG,LAP_PATH_PRED_FIRST_C3,0.000933,8.65171E-05,-0.00057
TRIG_AEB_WARNING_MSG,LAP_PATH_PRED_FIRST_VALID,1,1,1
TRIG_AEB_WARNING_MSG,LAP_PATH_PRED_FIRST_VR_END,158.17,56.47885814,0
TRIG_AEB_WARNING_MSG,LAP_PATH_PRED_HALF_WIDTH,1.88,1.592651297,1.54
TRIG_AEB_WARNING_MSG,LAP_PATH_PRED_IS_TRIG_SDM_MODEL,2,0.37628866,0
TRIG_AEB_WARNING_MSG,LAP_PATH_PRED_SECOND_VALID,0,0,0
TRIG_AEB_WARNING_MSG,LAST_KEYFOB_NUM,1,1,1
TRIG_AEB_WARNING_MSG,LAT_CTRL_STATE_SYMBOL,0,0,0
TRIG_AEB_WARNING_MSG,LC_ARROW_END_POINT,0,0,0
TRIG_AEB_WARNING_MSG,LC_AUDIO_WARNING,0,0,0
TRIG_AEB_WARNING_MSG,LC_AVAIL_STATE,0,0,0
TRIG_AEB_WARNING_MSG,LC_MODE_STATE,0,0,0
TRIG_AEB_WARNING_MSG,LC_PATH_STATE,3,0.483870968,0
TRIG_AEB_WARNING_MSG,LC_SIDE_REAR_WARNING_SUPP,0,0,0
TRIG_AEB_WARNING_MSG,LC_SYS_INFO,0,0,0
TRIG_AEB_WARNING_MSG,LCA_DC_STS,0,0,0
TRIG_AEB_WARNING_MSG,LCA_NAVI_FWD_ROAD_TYPE,0,0,0
TRIG_AEB_WARNING_MSG,LCA_NAVI_FWD_ROAD_TYPE_OFFSET,0,0,0
TRIG_AEB_WARNING_MSG,LCA_NAVI_ROAD_TYPE,0,0,0
TRIG_AEB_WARNING_MSG,LCA_REAR_BUMPER_TGT_STS,0,0,0
TRIG_AEB_WARNING_MSG,LCA_RISK_MANAGEMENT_OUT,0,0,0
TRIG_AEB_WARNING_MSG,LCA_SEN_USM_STS,0,0,0
TRIG_AEB_WARNING_MSG,LCA_TURN_INDICATOR_REQ,0,0,0
TRIG_AEB_WARNING_MSG,LCA_USM_STS,1,0.172413793,0
TRIG_AEB_WARNING_MSG,LCF_INTERNAL_MODE,0,0,0
TRIG_AEB_WARNING_MSG,LCF_SYS_INFO,0,0,0
TRIG_AEB_WARNING_MSG,LCF_SYS_STATE,0,0,0
TRIG_AEB_WARNING_MSG,LDW_LKA_LANE_RECOGN,0,0,0
TRIG_AEB_WARNING_MSG,LDW_LKA_SYS_STATE,0,0,0
TRIG_AEB_WARNING_MSG,LDW_LKA_USM_STS,0,0,0
TRIG_AEB_WARNING_MSG,LDW_LKA_WARNING,0,0,0
TRIG_AEB_WARNING_MSG,LDW_STR_VIBRATION,0,0,0
TRIG_AEB_WARNING_MSG,LH_CONFIDENCE_LEFT,0.97,0.247981859,0
TRIG_AEB_WARNING_MSG,LH_CONFIDENCE_RIGHT,0.97,0.287270833,0
TRIG_AEB_WARNING_MSG,LH_DECEL_TYPE_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,LH_DECEL_TYPE_RIGHT,0,0,0
TRIG_AEB_WARNING_MSG,LH_IS_CONSTRUCTION_AREA,0,0,0
TRIG_AEB_WARNING_MSG,LH_IS_TRIGGERED_SDM_MODEL_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,LH_IS_TRIGGERED_SDM_MODEL_RIGHT,0,0,0
TRIG_AEB_WARNING_MSG,LH_MIRROR_POS_LEFT_RIGHT,67,62.51086957,55
TRIG_AEB_WARNING_MSG,LH_MIRROR_POS_UP_DOWN,68,62.64130435,60
TRIG_AEB_WARNING_MSG,LH_PREDICTION_REASON_LEFT,48,2.491869919,0
TRIG_AEB_WARNING_MSG,LH_PREDICTION_REASON_RIGHT,48,2.195918367,0
TRIG_AEB_WARNING_MSG,LKA_DASHED_USM_STS,1,1,1
TRIG_AEB_WARNING_MSG,LKA_HANDSOFF_AUDIO_WARNING,0,0,0
TRIG_AEB_WARNING_MSG,LKA_HANDSOFF_DISPLAY_WARNING,0,0,0
TRIG_AEB_WARNING_MSG,LKA_LDW_ROAD_EDGE_RECOGN,0,0,0
TRIG_AEB_WARNING_MSG,LKA_OFF_TELLTALE,1,1,1
TRIG_AEB_WARNING_MSG,LKA_SEN_USM_STS,1,0.016949153,0
TRIG_AEB_WARNING_MSG,LKA_SPACE_AWARE_STS,0,0,0
TRIG_AEB_WARNING_MSG,LOW_AUX_BATT_TT,0,0,0
TRIG_AEB_WARNING_MSG,LOW_TYRE_PRESSURE,15,9.642857143,0
TRIG_AEB_WARNING_MSG,LOW_TYRE_PRESSURE_ALERT,0,0,0
TRIG_AEB_WARNING_MSG,LRE_AVAILABILITY_STATE_LEFT,2,1,0
TRIG_AEB_WARNING_MSG,LRE_AVAILABILITY_STATE_RIGHT,2,1.04,0
TRIG_AEB_WARNING_MSG,LRE_CONFIDENCE_LEFT,-0.01,-0.415705521,-1
TRIG_AEB_WARNING_MSG,LRE_CONFIDENCE_RIGHT,0,-0.397438596,-1
TRIG_AEB_WARNING_MSG,LRE_PREDICTION_REASON_LEFT,0,0,0
TRIG_AEB_WARNING_MSG,LRE_PREDICTION_REASON_RIGHT,0,0,0
TRIG_AEB_WARNING_MSG,LRE_VIEW_RANGE_END_LEFT,66.2,22.96864567,0
TRIG_AEB_WARNING_MSG,LRE_VIEW_RANGE_END_RIGHT,78.26,30.47506207,0
TRIG_AEB_WARNING_MSG,LRE_VIEW_RANGE_START_LEFT,18.26,5.657857143,0
TRIG_AEB_WARNING_MSG,LRE_VIEW_RANGE_START_RIGHT,36.6,7.005,0
TRIG_AEB_WARNING_MSG,LSA_ALERT_LEVEL,0,0,0
TRIG_AEB_WARNING_MSG,LSA_DROWSY_TYPE,0,0,0
TRIG_AEB_WARNING_MSG,LSA_NSD_CNT,0,0,0
TRIG_AEB_WARNING_MSG,LSA_SB_CNT,0,0,0
TRIG_AEB_WARNING_MSG,LSA_SS_CNT,0,0,0
TRIG_AEB_WARNING_MSG,LSA_ST_CNT,0,0,0
TRIG_AEB_WARNING_MSG,LSA_STR_VIB_REQ,0,0,0
TRIG_AEB_WARNING_MSG,LSA_SYS_STATE,1,1,1
TRIG_AEB_WARNING_MSG,LSA_USM_STS,0,0,0
TRIG_AEB_WARNING_MSG,LSA_VISUAL_WARNING,0,0,0
TRIG_AEB_WARNING_MSG,LSA_ZZD_CNT,0,0,0
TRIG_AEB_WARNING_MSG,MALFUNCTION_STS_iTPMS,0,0,0
TRIG_AEB_WARNING_MSG,MASTER_CYL_PRESSURE,168.65,15.79086777,-0.9
TRIG_AEB_WARNING_MSG,MAX_DISCHARGE_CURRENT,0,0,0
TRIG_AEB_WARNING_MSG,MAX_REGEN_CURRENT,0,0,0
TRIG_AEB_WARNING_MSG,NAVACC_SYS_MSG,0,0,0
TRIG_AEB_WARNING_MSG,NAVACC_SYS_MSG_CHIME,0,0,0
TRIG_AEB_WARNING_MSG,NAVACC_SYS_SET_SPD,0,0,0
TRIG_AEB_WARNING_MSG,NAVACC_SYS_TELLTALE,0,0,0
TRIG_AEB_WARNING_MSG,NAVACC_SYS_TELLTALE_CHIME,0,0,0
TRIG_AEB_WARNING_MSG,NAVACC_SYS_TELLTALE_COLOR,0,0,0
TRIG_AEB_WARNING_MSG,NFC_ACCESS_DENY,0,0,0
TRIG_AEB_WARNING_MSG,NFC_AUTH_FAIL_WRN,0,0,0
TRIG_AEB_WARNING_MSG,NFC_KEY_DELETE_WARN,0,0,0
TRIG_AEB_WARNING_MSG,NFC_KEY_EXP,0,0,0
TRIG_AEB_WARNING_MSG,NFC_KEYFOB_NOT_DETECT_WRN,0,0,0
TRIG_AEB_WARNING_MSG,NFC_PHONE_ON_WLC,0,0,0
TRIG_AEB_WARNING_MSG,NOP_LC_TYPE_STS,0,0,0
TRIG_AEB_WARNING_MSG,NOP_USM_STS,0,0,0
TRIG_AEB_WARNING_MSG,NP_SYS_STS,0,0,0
TRIG_AEB_WARNING_MSG,NP_SYS_STS_MSG,0,0,0
TRIG_AEB_WARNING_MSG,ODO_DISTANCE,38452,11828.36898,931
TRIG_AEB_WARNING_MSG,ODO_ERROR_FLAG_VCU,0,0,0
TRIG_AEB_WARNING_MSG,ODOMETER_CLUSTER,23121,3431.232759,127
TRIG_AEB_WARNING_MSG,ONE_TOUCH_INDICATOR_STS,0,0,0
TRIG_AEB_WARNING_MSG,P_IMMTRG_STATE,0,0,0
TRIG_AEB_WARNING_MSG,PADDLE_SHIFT_POSITION,1,1,1
TRIG_AEB_WARNING_MSG,PANIC_STOP_REQ,0,0,0
TRIG_AEB_WARNING_MSG,PARK_BRK_ACTIVE_STS,2,0.961538462,0
TRIG_AEB_WARNING_MSG,PARK_BRK_ACTIVE_STS_1,2,0.994350282,0
TRIG_AEB_WARNING_MSG,PARK_LAMP_ON_REMINDER,0,0,0
TRIG_AEB_WARNING_MSG,PARK_MODE_REQ,0,0,0
TRIG_AEB_WARNING_MSG,PIB_ACTIVE,0,0,0
TRIG_AEB_WARNING_MSG,PKE_CLAMP_STATE_OP,2,2,2
TRIG_AEB_WARNING_MSG,PKE_CLMP_STATE,4,4,4
TRIG_AEB_WARNING_MSG,PKE_PN_OFF_WARNING,0,0,0
TRIG_AEB_WARNING_MSG,PKE_SHIFT_TO_PARK,0,0,0
TRIG_AEB_WARNING_MSG,PRECHARGE_ABORT_REQUEST,0,0,0
TRIG_AEB_WARNING_MSG,PRECHARGE_COMPLETE_STATUS,0,0,0
TRIG_AEB_WARNING_MSG,PRESS_BRAKE,0,0,0
TRIG_AEB_WARNING_MSG,PRESSURE_LEAKAGE_ALERT,0,0,0
TRIG_AEB_WARNING_MSG,PTS_SENSOR_FAILURE,0,0,0
TRIG_AEB_WARNING_MSG,PYRO_ALERT_STS,0,0,0
TRIG_AEB_WARNING_MSG,RANGE_VCU,503,437.9179104,346
TRIG_AEB_WARNING_MSG,RANGE_VCU_WCHARGING,0,0,0
TRIG_AEB_WARNING_MSG,RANGE_VCU_WO_AC,538,467.8188976,333
TRIG_AEB_WARNING_MSG,RAW_ACC_PEDAL_VALUE,100,26.3668186,0
TRIG_AEB_WARNING_MSG,RBC_STS,1,0.06010929,0
TRIG_AEB_WARNING_MSG,RBC_WARNING_LAMP,0,0,0
TRIG_AEB_WARNING_MSG,RCTA_ACTIVE,0,0,0
TRIG_AEB_WARNING_MSG,RCTA_BRAKE_CMD,0,0,0
TRIG_AEB_WARNING_MSG,RCTA_DECCEL_REQ_VAL,0,0,0
